"","country","highest_point","blue_runs","red_runs","black_runs","ski_lifts","price","elevation_length"
"1203","Finland",150,2,15,0,4,33.2,80
"1204","Netherlands",30,3,0,0,2,46.5,20
"1205","Germany",1002,12,0,0,2,23,112
"1206","Germany",958,6,0,0,2,22,100
"1207","Germany",1400,6,3,0,5,20,485
"1208","Germany",810,4,0,0,3,27,200
"1209","Belgium",90,3,0,0,3,42,40
"1210","Netherlands",45,2,0,0,1,33.5,15
"1211","Germany",880,3,0,0,1,15,40
"1212","Austria",370,1,4,0,1,21.02,102
"1213","France",1068,5,28,0,9,24,178
"1214","Germany",730,16,6,0,2,17,230
"1215","Norway",820,5,2,0,3,33,420
"1216","Norway",1040,46,24,0,3,35,180
"1217","Italy",1681,17,0,0,1,14,141
"1218","Germany",930,12,2,12,6,17,210
"1219","Norway",558,52,18,0,1,27,138
"1220","Poland",813,0,14,0,1,23,260
"1221","France",1650,6,1,0,2,12,210
"1222","France",1290,2,5,0,3,17,310
"1223","Norway",1090,41,44,0,2,30,338
"1224","Czech Republic",937,3,2,0,3,13,475
"1225","Czech Republic",953,5,17,0,4,18,242
"1226","Sweden",924,48,29,0,4,29,460
"1227","Serbia",1180,0,1,0,1,12,221
"1228","Germany",1026,0,1,0,1,26,364
"1229","Czech Republic",890,16,1,0,3,18,215
"1230","Sweden",470,25,16,16,4,25,175
"1231","Germany",745,4,6,0,2,19,95
"1232","Romania",720,14,0,0,1,16,240
"1233","Italy",1420,0,1,0,1,15,75
"1234","Czech Republic",1120,1,16,0,4,20,168
"1235","Germany",1554,7,1,0,4,22,254
"1236","Norway",535,29,43,0,2,31,326
"1237","Switzerland",1491,5,3,0,4,26,280
"1238","Poland",560,0,1,0,1,18.6,170
"1239","Romania",1543,11,0,0,1,19.2,174
"1240","Slovakia",773,5,5,0,2,19,233
"1241","Greece",1520,2,0,0,1,13.4,180
"1242","Russia",236,1,0,0,1,21.2,126
"1243","Italy",1592,2,0,0,1,19.8,227
"1244","Norway",420,6,1,2,3,26,240
"1245","Poland",347,28,0,0,2,17.2,146
"1246","Italy",1525,0,1,0,1,25.8,265
"1247","Romania",760,0,15,0,1,21.4,290
"1248","North Caucasus",0,12,0,0,1,19,-12
"1249","Germany",1350,33,4,0,4,26.5,295
"1250","Poland",780,16,7,0,3,22,168
"1251","Poland",330,6,6,0,3,17,115
"1252","Switzerland",1204,5,2,0,2,25,391
"1253","Czech Republic",831,18,1,0,3,16,156
"1254","Czech Republic",652,24,0,0,2,22,130
"1255","Czech Republic",700,2,18,0,4,22,200
"1256","Germany",840,15,2,15,3,17,180
"1257","North Caucasus",1476,12,0,0,2,21.2,196
"1258","Serbia",1047,0,3,15,4,17.6,280
"1259","Switzerland",1193,3,12,8,2,23,293
"1260","Austria",1410,3,2,1,3,26,310
"1261","Sweden",239,42,9,12,5,24,125
"1262","Slovakia",1063,13,25,2,4,19,271
"1263","Czech Republic",630,18,27,14,2,13,170
"1264","Romania",1680,25,2,15,5,15,200
"1265","Norway",290,2,22,9,2,27,235
"1266","Norway",1100,3,1,2,3,30,300
"1267","Norway",990,1,3,1,3,34,345
"1268","Switzerland",1361,25,15,1,2,25,301
"1269","Germany",1684,0,0,4,1,28.5,784
"1270","Czech Republic",850,4,5,5,4,16,287
"1271","Switzerland",1283,2,3,1,2,20,273
"1272","Czech Republic",1060,8,16,0,4,26,352
"1273","France",1288,2,25,5,4,18,298
"1274","Norway",850,3,2,1,5,35,250
"1275","Slovakia",870,6,38,9,5,16,330
"1276","Norway",724,7,35,13,2,33,240
"1277","Norway",705,3,2,1,2,31,388
"1278","Sweden",319,3,1,1,5,24,248
"1279","Estonia",200,9,0,0,1,29,70
"1280","Sweden",795,7,27,2,2,29,355
"1281","Germany",770,0,8,0,1,25,210
"1282","Germany",675,6,0,0,1,24,37
"1283","Czech Republic",597,19,4,0,3,15,86
"1284","Poland",910,2,4,8,5,15,370
"1285","Finland",495,31,25,7,4,39.5,160
"1286","Italy",1617,2,1,2,2,24,347
"1287","Finland",195,3,15,2,5,35,83
"1288","Poland",848,3,15,12,6,15,113
"1289","Poland",820,17.4,3.8,0.6,11,20.4,140
"1290","Poland",319,15,25,0,6,18.8,59
"1291","Poland",155,7,0,0,1,17.4,23
"1292","Ukraine",1085,2,3,1,3,20.6,360
"1293","Montenegro",1795,18.6,3.4,3,1,18.5,145
"1294","Romania",1186,3,12,0,3,23.6,246
"1295","Romania",1667,0,16,0,2,21,267
"1296","Poland",769,3,25,0,3,19,256
"1297","Czech Republic",729,9,1,0,3,14,124
"1298","Greece",1860,3,22,6,4,14,360
"1299","Germany",1134,33,11,1,3,22,289
"1300","Iceland",800,15,3,5,3,16,350
"1301","Hungary",487,5,15,0,5,12,167
"1302","Poland",937,2,0,0,3,23,137
"1303","Sweden",920,4,18,7,5,32,160
"1304","Norway",490,2,3,1,3,26,310
"1305","Sweden",720,15,1,0,3,13,156
"1306","Iceland",650,37,15,3,4,21,450
"1307","Switzerland",1602,3,3,0,2,31,502
"1308","Norway",1058,19,32,3,2,30,281
"1309","Poland",730,24,0,0,3,23,136
"1310","Poland",525,8,0,0,2,24,105
"1311","Norway",270,28,2,7,2,35,210
"1312","France",2000,16,15,14,4,12,650
"1313","Sweden",590,4,2,1,15,41,140
"1314","Finland",87,2.4,8.6,1.8,4,29,80
"1315","Germany",1143,2,1,2,2,22,181
"1316","Finland",240,3,4,1,4,28.6,140
"1317","Poland",406,0,5,0,1,19.2,90
"1318","Romania",120,5,0,0,1,18.2,70
"1319","Slovakia",1460,3,2,4,6,22.8,340
"1320","Czech Republic",700,35,0,0,3,15,100
"1321","Switzerland",1937,15.6,15.4,0,1,30.4,707
"1322","Germany",970,1,1,0,3,20,170
"1323","Germany",690,3,0,0,1,12,40
"1324","Poland",1186,1,2,0,5,17,286
"1325","Italy",1165,1,5,0,1,15,115
"1326","Germany",1730,19,1,0,5,26,900
"1327","Sweden",103,13,14,0,3,29,100
"1328","Austria",1064,3,0,0,4,19.6,643
"1329","Czech Republic",750,21,8,0,4,18,180
"1330","Austria",1551,38,27,4,3,26,248
"1331","Switzerland",1525,15,4,5,3,26,318
"1332","Northwest Russia",380,26,22,4,3,10,240
"1333","Switzerland",1593,1,5,0,3,21,173
"1334","Norway",1109,3,3,6,5,39,153
"1335","Germany",1385,42,0,0,4,24,355
"1336","Poland",670,18,0,0,4,17,70
"1337","Germany",1236,17.2,4.6,0.4,2,22,536
"1338","Finland",376,10,0,0,5,26,121
"1339","Poland",958,12,5,1,5,23,90
"1340","Poland",879,3,0,0,4,21,198
"1341","Czech Republic",750,11,11,0,4,18,120
"1342","Latvia",110,15,1,0,4,22.2,75
"1343","Switzerland",1357,3,17,0,2,27,269
"1344","Poland",275,19,4,0,5,17.4,80
"1345","Italy",1695,9.2,6.4,8.8,1,25,358
"1346","France",1809,45,1,5,4,19.32,212
"1347","France",1558,13,14,3,4,12,638
"1348","Switzerland",1225,2,5,0,3,11,195
"1349","Czech Republic",374,7,1,0,4,15,90
"1350","Serbia",1541,8,0,0,2,17.6,214
"1351","Norway",393,43,15,0,1,18,340
"1352","Ukraine",215,1,0,0,2,14,52
"1353","Norway",546,2,1,1,4,37,446
"1354","Norway",1117,1,2,1,1,34,247
"1355","Switzerland",1065,2,4,0,1,28,220
"1356","Norway",800,25,4,0,4,31,307
"1357","Austria",1150,2,15,12,1,15,300
"1358","Austria",1350,0,0,2,1,12,700
"1359","France",1870,13,9,8,3,20,290
"1360","Austria",1040,3,2,0,2,17,160
"1361","Austria",1225,4,1,0,3,38.5,393
"1362","France",1800,25,37,0,4,20,175
"1363","Poland",699,1,5,0,5,15,104
"1364","Slovakia",948,4,57,0,4,16,288
"1365","Slovenia",789,1,1,1,1,17.5,214
"1366","Italy",1142,36,2,0,4,30,150
"1367","Slovakia",1015,32,25,0,2,10,311
"1368","Slovakia",876,14,11,9,4,21,242
"1369","Italy",1470,17,34,0,1,20,180
"1370","France",1172,45,14,0,4,18,235
"1371","Finland",207,2,3,0,6,42,105
"1372","Germany",700,39,14,0,2,15,230
"1373","Czech Republic",758,1,6,0,3,14,110
"1374","Spain",1670,29,36,0,4,30,168
"1375","Czech Republic",800,15,8,8,2,9,180
"1376","Norway",1039,21,36,0,3,33,200
"1377","France",1132,4,1,0,4,15,102
"1378","Slovakia",1000,38,25,0,4,24,250
"1379","Norway",858,5,1,0,1,29,221
"1380","Austria",1230,5,1,0,4,20,230
"1381","Finland",191,13,44,0,9,41,107
"1382","France",1807,4,2,0,4,19,307
"1383","Italy",2650,0,55,0,1,54,570
"1384","Switzerland",1000,3,2,0,2,26,300
"1385","Norway",406,32,22,0,2,27,321
"1386","Germany",808,3,2,0,1,16,96
"1387","Austria",1300,15,4,0,4,23,300
"1388","Austria",1200,3,2,0,4,23,200
"1389","Italy",2266,29,29,0,1,12,408
"1390","Iceland",320,2,3,0,2,20,275
"1391","France",1395,4,2,0,5,17,205
"1392","Norway",1460,25,25,0,1,35,260
"1393","Switzerland",1350,4,2,0,2,31,350
"1394","Switzerland",1300,2,3,0,3,30,300
"1395","Germany",1243,25,25,0,7,30,263
"1396","Austria",1450,1,2,1,2,24.5,250
"1397","Greece",1660,4,1,0,2,14.2,120
"1398","Sweden",795,45,5,0,3,27.2,135
"1399","Czech Republic",650,1,2,1,2,13.8,170
"1400","France",1369,3,2,0,3,13.8,139
"1401","Sweden",710,2,3,0,3,26.6,206
"1402","Czech Republic",1090,5,0,0,2,11,62
"1403","Germany",917,11,1,1,2,16.8,167
"1404","Switzerland",2159,5,15,1,2,29.8,350
"1405","Switzerland",916,4,1,0,3,28,180
"1406","Norway",870,4,2,0,4,32,210
"1407","Germany",645,35,25,0,4,20,105
"1408","Norway",1068,35,17,0,3,33,354
"1409","Poland",829,4,0,0,2,19,54
"1410","Austria",1125,3,2,0,3,35,345
"1411","Germany",1265,26,27,0,3,32,125
"1412","Norway",1140,5,1,0,2,31,220
"1413","Slovakia",1056,9,18,0,6,24,167
"1414","Norway",430,1,2,1,3,31,383
"1415","Switzerland",1590,4,2,0,3,34,250
"1416","Switzerland",1550,3,2,0,2,30,220
"1417","Spain",2035,3,2,0,6,30,210
"1418","United Kingdom",85,2,1,0,2,34.6,11
"1419","France",1224,1,1,1,2,14.88,312
"1420","Finland",150,2,8,1,4,35,54
"1421","Latvia",87,25,18,6,15,29,36
"1422","Switzerland",940,4,1,0,2,26,130
"1423","Germany",905,15,12,9,2,17.5,165
"1424","Slovakia",996,14,25,8,3,17,266
"1425","Switzerland",1230,25,25,0,5,28,200
"1426","Poland",250,18,9,9,8,15,60
"1427","Poland",894,19,8,6,2,17,202
"1428","Slovakia",872,17,8,8,3,8,196
"1429","Italy",1600,8,2,12,2,19,300
"1430","France",1499,24,5,8,5,15,154
"1431","Czech Republic",1464,25,12,9,7,20,264
"1432","Czech Republic",930,14,17,5,3,13,130
"1433","Switzerland",1600,17,11,8,1,24,150
"1434","Finland",224,25,15,8,5,35,89
"1435","Slovakia",973,22,12,9,5,16.5,323
"1436","Norway",371,13,7,1,4,31,55
"1437","Hungary",1015,2,5,6,5,16,245
"1438","Sweden",360,22,9,7,2,19,152
"1439","Slovakia",720,8,16,6,5,15,200
"1440","France",1666,3,7,8,8,15,341
"1441","Germany",554,15,1,5,1,17,99
"1442","Austria",1030,2,2,5,2,20,240
"1443","Slovakia",595,21,11,5,5,18,192
"1444","Slovakia",912,7,26,11,5,22,442
"1445","Norway",620,14,2,7,1,350,302
"1446","Poland",913,12,12,7,3,19,185
"1447","Slovakia",942,3,4,0,6,14.8,245
"1448","Italy",1780,22,12,6,4,24.2,150
"1449","Slovakia",1006,9,21,12,6,27.24,346
"1450","Poland",600,18,0,0,3,23.4,90
"1451","Italy",3466,7.4,7.2,1.2,2,55,2096
"1452","United Kingdom",842,1,2,6,1,36.6,107
"1453","Hungary",850,15,1,5,4,14.8,100
"1454","Northwest Russia",100,25,0,0,8,16.8,60
"1455","Austria",1240,15,2,5,4,19.8,228
"1456","Austria",1200,15,1,6,1,25.6,200
"1457","Italy",1600,35,35,0,3,25.4,400
"1458","Bulgaria",1970,9,19,12,5,26.3,240
"1459","Austria",1220,18,7,5,1,25.8,170
"1460","France",1619,2,5,5,4,27.8,169
"1461","Switzerland",1147,2,15,5,2,17,123
"1462","Spain",705,2,1,0,3,39,38
"1463","Germany",735,2,1,5,3,18,100
"1464","Switzerland",1301,16,6,8,2,19,184
"1465","Austria",1150,2,1,1,5,18,280
"1466","Czech Republic",861,15,14,8,4,16,181
"1467","Sweden",330,21,14,5,5,29,95
"1468","France",1231,21,18,8,11,19.5,421
"1469","Switzerland",1348,21,15,1,3,23,258
"1470","Germany",893,11,22,12,2,18,275
"1471","Central Russia",200,2,1,0,13,22,50
"1472","Hungary",935,15,1,1,9,15.6,165
"1473","Spain",1465,5,15,1,5,29.2,215
"1474","Germany",660,17,5,8,3,18,60
"1475","Austria",927,15,15,9,3,24,127
"1476","Slovakia",1360,2,14,14,3,16,360
"1477","Germany",856,14,8,14,4,23,96
"1478","Sweden",276,23,6,1,6,29,99
"1479","Italy",1500,2,2,0,2,20,618
"1480","Germany",725,12,24,2,3,20,145
"1481","France",1115,3,1,2,5,17.5,208
"1482","France",1400,2,1,5,4,10,200
"1483","Italy",1510,3,27,5,2,20,203
"1484","Switzerland",1052,17,15,8,2,27,225
"1485","Sweden",840,27,1,3,1,36,140
"1486","Central Russia",190,3,7,3,6,20.6,50
"1487","Central Russia",185,4,0,0,2,20.2,65
"1488","United Kingdom",340,4,1,0,3,35.8,100
"1489","Bosnia and Herzegovina",1350,3,2,0,3,15.4,310
"1490","Switzerland",1260,2,1,0,1,21.2,510
"1491","Germany",2244,10.6,2.4,1,1,39.5,1311
"1492","Switzerland",2473,5.8,14,0.6,1,31.6,1122
"1493","Germany",760,5,0,0,1,12,78
"1494","France",1069,6,0,0,2,18,62
"1495","Germany",690,25,15,0,3,20,120
"1496","Czech Republic",890,13,9,7,1,10.8,190
"1497","Poland",202,25,0,0,4,21,64
"1498","Austria",2040,2,0,0,2,34.5,120
"1499","France",3842,8,8.6,3.6,5,65,2807
"1500","Poland",150,2,0,0,2,17.4,40
"1501","Switzerland",1700,5,0,0,2,26.8,800
"1502","Czech Republic",774,25,21,2,4,12.8,267
"1503","Poland",610,1,6,0,6,15.8,130
"1504","Central Russia",198.2,5.4,9.6,0.6,2,18.8,50.2
"1505","Slovakia",1080,9,11,14,6,21,579
"1506","Austria",1128,2,32,0,3,39.5,509
"1507","Italy",1740,3,27,4,3,15,290
"1508","Switzerland",2042,5,15,0,4,33,250
"1509","Italy",1644,5,0,0,1,22,19
"1510","Switzerland",2483,8,7.4,1.6,1,43,683
"1511","Poland",625,14,5,0,3,18,95
"1512","Poland",80,2,0,0,3,15,20
"1513","Germany",465,2,2,0,4,18.2,168
"1514","France",1350,15,25,0,5,15,390
"1515","Norway",589,1,2,0,3,31,225
"1516","France",1298,2,1,0,3,8.5,138
"1517","Switzerland",940,2,1,0,1,17,220
"1518","Sweden",500,8,27,0,3,19,185
"1519","France",1229,25,5,0,8,15,179
"1520","Sweden",189,3,4,3,2,13,90
"1521","Slovakia",905,6,31,0,3,16,295
"1522","Sweden",135,21,12,0,3,20,115
"1523","France",980,28,2,0,3,16.5,143
"1524","Slovakia",942,1,7,7,1,14,187
"1525","Austria",1400,2,1,0,2,22.5,160
"1526","Austria",1003,2,1,0,2,23,203
"1527","Czech Republic",802,4,5,0,6,15,92
"1528","Sweden",565,27,12,0,3,19,220
"1529","Austria",1150,1,3,0,3,30,330
"1530","Czech Republic",933,23,13,0,3,15,313
"1531","Germany",1200,25,15,0,3,26,240
"1532","Sweden",360,22,1,0,2,27,140
"1533","France",1250,23,1,0,2,13,160
"1534","Italy",1254,44,5,0,4,25,164
"1535","Italy",1403,1,32,0,2,34.5,233
"1536","Austria",860,2,2,0,2,23,120
"1537","Norway",804,18,24,0,2,37,354
"1538","Bosnia and Herzegovina",1744,14,2,0,2,10,212
"1539","Switzerland",1020,25,5,0,1,25,300
"1540","Austria",1150,2,15,0,2,21.5,280
"1541","Austria",1820,1,3,0,3,25.4,464
"1542","Austria",900,2,1,0,3,19,150
"1543","France",1195,3,1,0,3,15,110
"1544","Norway",180,2,1,0,4,24,147
"1545","France",1233,25,6,0,3,9,183
"1546","Slovakia",807,3,33,0,3,16,249
"1547","Norway",834,22,9,0,1,24,164
"1548","Czech Republic",800,15,2,0,4,13,170
"1549","Sweden",245,32,13,0,4,29,130
"1550","Poland",758,22,9,0,1,13,188
"1551","Italy",1780,9,27,0,2,16.5,300
"1552","Finland",230,2,1,0,1,20,120
"1553","Norway",817,35,5,0,4,33,232
"1554","Italy",1065,1,2,0,2,23,165
"1555","Germany",975,19,14,0,2,28,103
"1556","Czech Republic",670,1,2,0,2,15,195
"1557","Norway",473,28,12,0,1,31,367
"1558","Sweden",420,32,14,0,3,29,200
"1559","France",1350,2,12,0,3,13.4,357
"1560","Norway",583,26,6,0,2,31,122
"1561","Bosnia and Herzegovina",1118,25,15,0,2,9,98
"1562","Norway",755,28,6,0,3,29,150
"1563","Italy",1410,14,25,0,2,36,210
"1564","Czech Republic",522,6,5,5,1,8,85
"1565","Czech Republic",740,26,4,0,2,12,115
"1566","Czech Republic",700,16,25,0,5,15,180
"1567","Austria",1424,5,1,5,1,20,104
"1568","Austria",1440,1,5,5,2,25,128
"1569","France",1074,27,8,0,2,11,238
"1570","Austria",971,3,1,0,1,15,191
"1571","Sweden",284,19,11,0,4,21,88
"1572","Austria",1300,2,2,0,3,22.5,320
"1573","Germany",645,27,6,0,2,25,165
"1574","Norway",695,35,5,0,2,22,175
"1575","Germany",1285,2,18,0,4,28,215
"1576","Finland",189,25,2,0,5,36,91
"1577","Slovakia",987,22,26,0,1,10,187
"1578","Switzerland",1233,2,1,0,1,22,146
"1579","Czech Republic",950,6,32,0,5,16,195
"1580","Sweden",227,2,1,0,1,12,154
"1581","Austria",1450,1,2,0,2,17,230
"1582","France",1920,2,1,0,3,13,180
"1583","Czech Republic",795,38,11,0,10,15,65
"1584","Austria",1370,2,1,0,3,28,240
"1585","Germany",1043,2,1,0,1,19,220
"1586","Poland",883,2,23,0,3,13,140
"1587","Czech Republic",1250,14,22,0,8,24,258
"1588","Austria",823,2,2,0,3,18,341
"1589","Norway",933,19,22,0,3,29,198
"1590","Germany",1220,21,18,0,3,26,370
"1591","France",1448,17,13,0,1,20,283
"1592","Switzerland",1780,35,1,0,1,24.6,120
"1593","Norway",320,18,12,0,1,26.2,295
"1594","Austria",1400,1,3,0,4,19.8,400
"1595","Ukraine",1080,0,36,8,2,17,310
"1596","Sweden",903,18,12,0,1,27,177
"1597","Switzerland",1656,2,1,0,2,26,251
"1598","Italy",1692,2,28,0,2,16.1,272
"1599","Kosovo",1570,2,1,0,1,21.2,210
"1600","Slovakia",870,15,17,0,4,16.3,280
"1601","Poland",680,35,1,0,6,15.4,150
"1602","Slovakia",1070,1,32,0,3,17.8,390
"1603","Italy",1556,2,1,0,2,18,122
"1604","Norway",1010,35,13,0,1,30.6,300
"1605","Czech Republic",630,2,1,0,2,14,132
"1606","Switzerland",1254,2,0,1,1,22,311
"1607","Slovakia",950,24,12,0,1,18,210
"1608","Germany",485,7,6,5,3,13.64,120
"1609","Slovakia",990,18,12,0,4,18,228
"1610","Austria",1307,2,1,0,1,20.9,171
"1611","Norway",427,28,5,0,1,36.4,226
"1612","Switzerland",1113,2,1,0,2,21.2,188
"1613","Poland",732,2,0,0,1,19.2,32
"1614","Czech Republic",600,1,35,0,3,11.8,160
"1615","Romania",1150,26,7,0,1,16.8,143
"1616","Norway",1025,19,12,0,3,27,230
"1617","Switzerland",1142,3,1,0,3,25,252
"1618","Norway",598,19,11,0,3,25,258
"1619","Czech Republic",730,23,12,0,4,13,85
"1620","Austria",2100,5,25,0,3,25,360
"1621","Czech Republic",646,4,5,3,4,14,90
"1622","France",1829,2,1,0,5,20,118
"1623","Switzerland",1060,3,1,0,2,26,300
"1624","Switzerland",1155,3,1,0,3,27,303
"1625","Austria",1296,2,1,0,2,24,284
"1626","Austria",1200,15,15,0,2,21,200
"1627","Austria",1820,3,1,0,2,21,180
"1628","Germany",1165,34,6,0,4,20,235
"1629","Switzerland",1181,2,15,0,2,28,296
"1630","Switzerland",1220,2,1,0,3,19,180
"1631","Czech Republic",896,16,19,0,7,18,110
"1632","Germany",815,23,17,0,6,24,195
"1633","Switzerland",1580,2,2,0,4,30,335
"1634","Norway",850,2,2,0,4,31,230
"1635","Austria",930,2,42,0,2,22,330
"1636","Czech Republic",860,4,5,3,5,17,180
"1637","Germany",945,2,1,0,5,20,150
"1638","Germany",801,2,1,0,5,24.8,75
"1639","Austria",1450,3,1,0,3,23,100
"1640","Slovakia",850,26,16,0,3,16.5,260
"1641","Slovakia",803,28,11,0,6,20,173
"1642","Switzerland",940,2,0,0,2,5,15
"1643","Switzerland",1250,2,1,0,2,19,330
"1644","Slovakia",1140,15,33,0,4,20,240
"1645","Austria",1200,1,2,0,4,28.5,200
"1646","Poland",701,23,7,0,2,17.6,201
"1647","Norway",383,23,7,0,3,29.8,139
"1648","Greece",1620,3,1,0,4,16.6,260
"1649","Switzerland",1190,3,0,0,3,40.8,20
"1650","Czech Republic",670,25,1,0,2,20.6,150
"1651","Latvia",100,6,3,0,4,21.4,83
"1652","Russia",777,5.8,12,0,3,20,236.4
"1653","Germany",880,12,8,0,1,16,110
"1654","Germany",890,1,0,0,3,12,110
"1655","Germany",820,2,0,0,4,16,40
"1656","Germany",870,5,0,0,1,19,70
"1657","Germany",700,5,2,3,1,13.8,50
"1658","Poland",804,14,1,3,2,17,187
"1659","Slovenia",1330,4,12,4,3,15,110
"1660","Germany",827,5,4,2,1,17,77
"1661","Switzerland",1468,2,2,0,2,23,335
"1662","Switzerland",835,8,6,4,1,14,115
"1663","Sweden",383,13,8,6,1,20,220
"1664","Austria",1193,3,11,11,1,25,294
"1665","France",1500,7,5,2,3,14,150
"1666","Switzerland",855,2,0,0,3,5,10
"1667","Slovakia",808,15,8,6,2,14,218
"1668","Slovakia",1035,2,11,5,4,18,330
"1669","Italy",1400,1,8,2,1,22,150
"1670","Austria",1020,12,5,3,2,21,180
"1671","Austria",1200,1,3,0,4,23.5,200
"1672","Germany",1232,16,22,0,6,29,382
"1673","Germany",835,9,9,5,1,19,95
"1674","Slovenia",1525,13,5,5,2,23,157
"1675","Germany",1160,15,7,7,1,33,160
"1676","Finland",71,1,11,5,3,33,49
"1677","Slovakia",870,4,2,4,6,19,220
"1678","Czech Republic",706,7,15,6,1,16,214
"1679","Finland",105,6,3,1,2,28,65
"1680","Lithuania",215,8,5,2,10,17,35
"1681","Czech Republic",670,44,7,0,9,19,120
"1682","Germany",1100,35,5,0,8,24,80
"1683","Switzerland",1270,5,0,0,1,20,225
"1684","Germany",740,3,16,9,2,12.9,70
"1685","Slovakia",723,17,5,3,3,18,220
"1686","Slovenia",921,6,11,5,3,23,206
"1687","Germany",768,9,7,7,2,20,90
"1688","Croatia",1075,14,9,5,1,13.8,235
"1689","Bulgaria",1833,5,13,9,2,16.4,277
"1690","Ukraine",832,15,3,2,2,20.6,142
"1691","Slovenia",799,8,6,4,1,14.9,157
"1692","Romania",1072,7,1,3,1,20.8,136
"1693","Italy",1713,8,13,5,3,18.4,131
"1694","Sweden",169,2,1,0,2,15,129
"1695","Denmark",120,1,1,1,2.2,20.8,110
"1696","Austria",1680,2,2,0,4,27.5,180
"1697","France",1521,6,0,0,6,12.5,361
"1698","Norway",397,14,12,3,2,18,174
"1699","Ukraine",600,7,12,1,3,15,165
"1700","Norway",810,6,4,7,2,13,285
"1701","Czech Republic",711,1,6,5,4,13,101
"1702","Finland",145,1,15,2,5,35,85
"1703","Finland",261,22,5,2,2,23,43
"1704","Italy",1680,1,11,11,1,18,170
"1705","Slovakia",907,1,6,2,4,14,147
"1706","Norway",206,13,11,2,2,30,123
"1707","Germany",960,7,16,2,2,20,220
"1708","Romania",1442,26,0,0,5,17,142
"1709","Hungary",680,15,1,2,1,11,170
"1710","Slovakia",748,2,9,16,5,16,268
"1711","Sweden",243,9,5,1,2,17,142
"1712","Norway",732,1,16,2,1,27,182
"1713","Germany",900,11,9,2,1,30,180
"1714","Germany",750,4,2,2,1,18.56,45
"1715","Sweden",162,5,7,1,3,25,132
"1716","Germany",923,17,2,1,2,16,160
"1717","Germany",730,3,2,0,3,17,80
"1718","Germany",1210,1,6,5,4,18,155
"1719","Greece",2250,8,12,0,3,19,500
"1720","Austria",1350,3,2,0,1,20.7,85
"1721","United Kingdom",50,2,0,0,2,36.2,25
"1722","Poland",960,1,0,0,4,20.2,55
"1723","Germany",785,5,4,1,3,9,110
"1724","Germany",781,4,1,1,1,18,69
"1725","Germany",884,8,3,2,2,18.6,84
"1726","Bulgaria",1350,19,11,0,10,20.8,130
"1727","Italy",1815.4,7.6,8.6,3.6,5,22.2,258.6
"1728","Hungary",360,2,1,0,9,16,120
"1729","Albania",1663,14.8,11,2.4,2,19,78
"1730","Slovakia",750,16,3,0,2,12,50
"1731","Austria",1240,5,5,0,1,14,190
"1732","Sweden",160,12,5,0,2,10,125
"1733","Czech Republic",906,8,7,0,2,18,283
"1734","Germany",557,7,5,0,1,18,95
"1735","Finland",72,8,2,0,2,22,35
"1736","Austria",790,5,5,0,1,28,140
"1737","Czech Republic",595,1,3,0,3,14,111
"1738","Germany",980,0,9,6,1,19,100
"1739","Austria",1000,1,9,0,1,17,200
"1740","Austria",1200,1,15,0,2,23,480
"1741","Sweden",421,5,1,0,2,14,125
"1742","Switzerland",1200,11,2,0,1,23,100
"1743","Slovakia",350,8,5,0,1,15,100
"1744","Finland",205,15,1,0,1,35,100
"1745","Germany",1000,7,6,0,1,16,150
"1746","Slovenia",1347,14,14,0,2,23,147
"1747","Czech Republic",602,6,5,0,1,12,102
"1748","Sweden",570,0,23,5,1,14,170
"1749","Poland",715,18,8,0,3,15,145
"1750","Czech Republic",700,3,19,0,3,11,150
"1751","Poland",410,7,5,0,1,17,60
"1752","France",1399,1,15,0,4,10,409
"1753","Finland",99,9,5,0,3,28,34
"1754","Sweden",160,9,7,0,2,24,92
"1755","Germany",1080,1,5,0,1,15,80
"1756","Sweden",312,1,5,0,1,12,92
"1757","Switzerland",1791,1,1,0,2,22,166
"1758","Germany",697,9,7,0,2,16,87
"1759","Czech Republic",742,4,7,0,1,11,101
"1760","Iceland",690,6,18,0,1,21,245
"1761","Germany",966,4,6,0,1,13,63
"1762","Austria",895,2,8,0,2,20,139
"1763","Germany",840,11,3,0,1,13,80
"1764","Germany",654,7,3,0,1,10,70
"1765","Slovenia",558,7,3,0,2,12,63
"1766","Romania",868,12,5,0,2,13,117
"1767","Austria",680,5,5,0,1,17,120
"1768","Germany",836,0,5,1,1,25,236
"1769","Norway",645,13,7,0,1,27,185
"1770","Slovakia",916,4,14,0,4,18,139
"1771","Switzerland",1370,7,6,0,1,69,143
"1772","Austria",1135,9,9,0,1,17,128
"1773","Slovenia",834,6,4,0,2,16,184
"1774","Bosnia and Herzegovina",1640,5,1,0,2,6,130
"1775","France",965,1,1,0,2,15,165
"1776","Czech Republic",606,9,4,0,4,12,114
"1777","Sweden",95,15,5,0,2,26,85
"1778","Czech Republic",850,6,12,0,1,12,100
"1779","Germany",935,8,5,0,1,15,125
"1780","Germany",740,1,18,0,2,20,130
"1781","Czech Republic",704,7,3,0,2,10,54
"1782","United Kingdom",650,1,2,0,2,22,100
"1783","France",991,19,8,0,3,12,118
"1784","Finland",200,8,1,0,3,26,90
"1785","Poland",702,1,8,0,1,15,102
"1786","Belgium",480,6,8,0,2,14,100
"1787","Czech Republic",851,9,14,0,3,14,181
"1788","Austria",1212,2,25,0,1,20,212
